編號,成語,注音,漢語拼音
4136,殺生與奪,ㄕㄚ　ㄕㄥ　ㄩˇ　ㄉㄨㄛˊ,shā shēng yǔ duó
4137,殺人如芥,ㄕㄚ　ㄖㄣˊ　ㄖㄨˊ　ㄐㄧㄝˋ,shā rén rú jiè
4138,刎頸至交,ㄨㄣˇ　ㄐㄧㄥˇ　ㄓˋ　ㄐㄧㄠ,wěn jǐng zhì jiāo
4139,名韁利索,ㄇㄧㄥˊ　ㄐㄧㄤ　ㄌㄧˋ　ㄙㄨㄛˇ,míng jiāng lì suǒ
4140,眾望有歸,ㄓㄨㄥˋ　ㄨㄤˋ　ㄧㄡˇ　ㄍㄨㄟ,zhòng wàng yǒu guī
4141,殺人如蓺,ㄕㄚ　ㄖㄣˊ　ㄖㄨˊ　ㄧˋ,shā rén rú yì
4142,殺衣縮食,ㄕㄞˋ　ㄧ　ㄙㄨㄛ　ㄕˊ,shài yī suō shí
4143,汗流洽背,ㄏㄢˋ　ㄌㄧㄡˊ　ㄒㄧㄚˊ　ㄅㄟˋ,hàn liú xiá bèi
4144,汗馬之績,ㄏㄢˋ　ㄇㄚˇ　ㄓ　ㄐㄧ,hàn mǎ zhī jī
4145,汗馬功績,ㄏㄢˋ　ㄇㄚˇ　ㄍㄨㄥ　ㄐㄧ,hàn mǎ gōng jī
4146,汗馬勛勞,ㄏㄢˋ　ㄇㄚˇ　ㄒㄩㄣ　ㄌㄠˊ,hàn mǎ xūn láo
4147,軍不血刃,ㄐㄩㄣ　ㄅㄨˋ　ㄒㄧㄝˇ　ㄖㄣˋ,jūn bù xiě rèn
4148,守道安貧,ㄕㄡˇ　ㄉㄠˋ　ㄢ　ㄆㄧㄣˊ,shǒu dào ān pín
4149,安坐待斃,ㄢ　ㄗㄨㄛˋ　ㄉㄞˋ　ㄅㄧˋ,ān zuò dài bì
4150,安若泰山,ㄢ　ㄖㄨㄛˋ　ㄊㄞˋ　ㄕㄢ,ān ruò tài shān
4151,後恭前倨,ㄏㄡˋ　ㄍㄨㄥ　ㄑㄧㄢˊ　ㄐㄩˋ,hòu gōng qián jù
4152,衣豐食飽,ㄧ　ㄈㄥ　ㄕˊ　ㄅㄠˇ,yī fēng shí bǎo
4153,齊驅並驟,ㄑㄧˊ　ㄑㄩ　ㄅㄧㄥˋ　ㄗㄡˋ,qí qū bìng zòu
4154,眾心如城,ㄓㄨㄥˋ　ㄒㄧㄣ　ㄖㄨˊ　ㄔㄥˊ,zhòng xīn rú chéng
4155,衣錦之榮,ㄧˋ　ㄐㄧㄣˇ　ㄓ　ㄖㄨㄥˊ,yì jǐn zhī róng
4156,衣冠沐猴,ㄧ　ㄍㄨㄢ　ㄇㄨˋ　ㄏㄡˊ,yī guān mù hóu
4157,衣錦故鄉,ㄧˋ　ㄐㄧㄣˇ　ㄍㄨˋ　ㄒㄧㄤ,yì jǐn gù xiāng
4158,衣裳楚楚,ㄧ　ㄔㄤˊ　ㄔㄨˇ　ㄔㄨˇ,yī cháng chǔ chǔ
4159,衣錦過鄉,ㄧˋ　ㄐㄧㄣˇ　ㄍㄨㄛˋ　ㄒㄧㄤ,yì jǐn guò xiāng
4160,防萌杜漸,ㄈㄤˊ　ㄇㄥˊ　ㄉㄨˋ　ㄐㄧㄢˋ,fáng méng dù jiàn
4161,江郎才掩,ㄐㄧㄤ　ㄌㄤˊ　ㄘㄞˊ　ㄧㄢˇ,jiāng láng cái yǎn
4162,好事天慳,ㄏㄠˇ　ㄕˋ　ㄊㄧㄢ　ㄑㄧㄢ,hǎo shì tiān qiān
4163,如芒在背,ㄖㄨˊ　ㄇㄤˊ　ㄗㄞˋ　ㄅㄟˋ,rú máng zài bèi
4164,汗馬之功,ㄏㄢˋ　ㄇㄚˇ　ㄓ　ㄍㄨㄥ,hàn mǎ zhī gōng
4165,興師見罪,ㄒㄧㄥ　ㄕ　ㄐㄧㄢˋ　ㄗㄨㄟˋ,xīng shī jiàn zuì
4166,如虎得翼,ㄖㄨˊ　ㄏㄨˇ　ㄉㄜˊ　ㄧˋ,rú hǔ dé yì
4167,如雷灌耳,ㄖㄨˊ　ㄌㄟˊ　ㄍㄨㄢˋ　ㄦˇ,rú léi guàn ěr
4168,如膠如漆,ㄖㄨˊ　ㄐㄧㄠ　ㄖㄨˊ　ㄑㄧ,rú jiāo rú qī
4169,好事多慳,ㄏㄠˇ　ㄕˋ　ㄉㄨㄛ　ㄑㄧㄢ,hǎo shì duō qiān
4170,盡瘁鞠躬,ㄐㄧㄣˋ　ㄘㄨㄟˋ　ㄐㄩˊ　ㄍㄨㄥ,jìn cuì jú gōng
4171,勵兵秣馬,ㄌㄧˋ　ㄅㄧㄥ　ㄇㄛˋ　ㄇㄚˇ,lì bīng mò mǎ
4172,壽陵匍匐,ㄕㄡˋ　ㄌㄧㄥˊ　ㄆㄨˊ　ㄈㄨˊ,shòu líng pú fú
4173,壽陵失步,ㄕㄡˋ　ㄌㄧㄥˊ　ㄕ　ㄅㄨˋ,shòu líng shī bù
4174,軒昂氣宇,ㄒㄩㄢ　ㄤˊ　ㄑㄧˋ　ㄩˇ,xuān áng qì yǔ
4175,否極生泰,ㄆㄧˇ　ㄐㄧˊ　ㄕㄥ　ㄊㄞˋ,pǐ jí shēng tài
4176,克儉克勤,ㄎㄜˋ　ㄐㄧㄢˇ　ㄎㄜˋ　ㄑㄧㄣˊ,kè jiǎn kè qín
4177,否終而泰,ㄆㄧˇ　ㄓㄨㄥ　ㄦˊ　ㄊㄞˋ,pǐ zhōng ér tài
4178,如魚似水,ㄖㄨˊ　ㄩˊ　ㄙˋ　ㄕㄨㄟˇ,rú yú sì shuǐ
4179,如膠投漆,ㄖㄨˊ　ㄐㄧㄠ　ㄊㄡˊ　ㄑㄧ,rú jiāo tóu qī
4180,志同心合,ㄓˋ　ㄊㄨㄥˊ　ㄒㄧㄣ　ㄏㄜˊ,zhì tóng xīn hé
4181,如荼如火,ㄖㄨˊ　ㄊㄨˊ　ㄖㄨˊ　ㄏㄨㄛˇ,rú tú rú huǒ
4182,歡忻鼓舞,ㄏㄨㄢ　ㄒㄧㄣ　ㄍㄨˇ　ㄨˇ,huān xīn gǔ wǔ
4183,亥豕魯魚,ㄏㄞˋ　ㄕˇ　ㄌㄨˇ　ㄩˊ,hài shǐ lǔ yú
4184,聲名狼籍,ㄕㄥ　ㄇㄧㄥˊ　ㄌㄤˊ　ㄐㄧˊ,shēng míng láng jí
4185,杞國憂天,ㄑㄧˇ　ㄍㄨㄛˊ　ㄧㄡ　ㄊㄧㄢ,qǐ guó yōu tiān
4186,弄法舞文,ㄋㄨㄥˋ　ㄈㄚˇ　ㄨˇ　ㄨㄣˊ,nòng fǎ wǔ wén
4187,杜漸除微,ㄉㄨˋ　ㄐㄧㄢˋ　ㄔㄨˊ　ㄨㄟˊ,dù jiàn chú wéi
4188,束手旁觀,ㄕㄨˋ　ㄕㄡˇ　ㄆㄤˊ　ㄍㄨㄢ,shù shǒu páng guān
4189,走頭無路,ㄗㄡˇ　ㄊㄡˊ　ㄨˊ　ㄌㄨˋ,zǒu tóu wú lù
4190,走筆成文,ㄗㄡˇ　ㄅㄧˇ　ㄔㄥˊ　ㄨㄣˊ,zǒu bǐ chéng wén
4191,形單影單,ㄒㄧㄥˊ　ㄉㄢ　ㄧㄥˇ　ㄉㄢ,xíng dān yǐng dān
4192,連珠合璧,ㄌㄧㄢˊ　ㄓㄨ　ㄏㄜˊ　ㄅㄧˋ,lián zhū hé bì
4193,花閉月羞,ㄏㄨㄚ　ㄅㄧˋ　ㄩㄝˋ　ㄒㄧㄡ,huā bì yuè xiū
4194,花枝招颭,ㄏㄨㄚ　ㄓ　ㄓㄠ　ㄓㄢˇ,huā zhī zhāo zhǎn
4195,花簇錦攢,ㄏㄨㄚ　ㄘㄨˋ　ㄐㄧㄣˇ　ㄘㄨㄢˊ,huā cù jǐn cuán
4196,求劍刻舟,ㄑㄧㄡˊ　ㄐㄧㄢˋ　ㄎㄜˋ　ㄓㄡ,qiú jiàn kè zhōu
4197,吹毛索疵,ㄔㄨㄟ　ㄇㄠˊ　ㄙㄨㄛˇ　ㄘ,chuī máo suǒ cī
4198,嘔心吐膽,ㄡˇ　ㄒㄧㄣ　ㄊㄨˇ　ㄉㄢˇ,ǒu xīn tǔ dǎn
4199,餘妙繞梁,ㄩˊ　ㄇㄧㄠˋ　ㄖㄠˋ　ㄌㄧㄤˊ,yú miào rào liáng
4200,猶豫未決,ㄧㄡˊ　ㄩˋ　ㄨㄟˋ　ㄐㄩㄝˊ,yóu yù wèi jué
4201,利鎖名牽,ㄌㄧˋ　ㄙㄨㄛˇ　ㄇㄧㄥˊ　ㄑㄧㄢ,lì suǒ míng qiān
4202,兵無血刃,ㄅㄧㄥ　ㄨˊ　ㄒㄧㄝˇ　ㄖㄣˋ,bīng wú xiě rèn
4203,返老歸童,ㄈㄢˇ　ㄌㄠˇ　ㄍㄨㄟ　ㄊㄨㄥˊ,fǎn lǎo guī tóng
4204,猶魚得水,ㄧㄡˊ　ㄩˊ　ㄉㄜˊ　ㄕㄨㄟˇ,yóu yú dé shuǐ
4205,作福作威,ㄗㄨㄛˋ　ㄈㄨˊ　ㄗㄨㄛˋ　ㄨㄟ,zuò fú zuò wēi
4206,坐而待斃,ㄗㄨㄛˋ　ㄦˊ　ㄉㄞˋ　ㄅㄧˋ,zuò ér dài bì
4207,忘年之好,ㄨㄤˋ　ㄋㄧㄢˊ　ㄓ　ㄏㄠˇ,wàng nián zhī hǎo
4208,良莠不一,ㄌㄧㄤˊ　ㄧㄡˋ　ㄅㄨˋ　ㄧ,liáng yòu bù yī
4209,良莠淆雜,ㄌㄧㄤˊ　ㄧㄡˋ　ㄧㄠˊ　ㄗㄚˊ,liáng yòu yáo zá
4210,忘恩失義,ㄨㄤˋ　ㄣ　ㄕ　ㄧˋ,wàng ēn shī yì
4211,忘恩背義,ㄨㄤˋ　ㄣ　ㄅㄟˋ　ㄧˋ,wàng ēn bèi yì
4212,沐猴衣冠,ㄇㄨˋ　ㄏㄡˊ　ㄧ　ㄍㄨㄢ,mù hóu yī guān
4213,瀝血叩心,ㄌㄧˋ　ㄒㄧㄝˇ　ㄎㄡˋ　ㄒㄧㄣ,lì xiě kòu xīn
4214,滄桑之變,ㄘㄤ　ㄙㄤ　ㄓ　ㄅㄧㄢˋ,cāng sāng zhī biàn
4215,沐猴冠冕,ㄇㄨˋ　ㄏㄡˊ　ㄍㄨㄢˋ　ㄇㄧㄢˇ,mù hóu guàn miǎn
4216,應規蹈矩,ㄧㄥˋ　ㄍㄨㄟ　ㄉㄠˋ　ㄐㄩˇ,yìng guī dào jǔ
4217,補殘守缺,ㄅㄨˇ　ㄘㄢˊ　ㄕㄡˇ　ㄑㄩㄝ,bǔ cán shǒu quē
4218,應權通變,ㄧㄥˋ　ㄑㄩㄢˊ　ㄊㄨㄥ　ㄅㄧㄢˋ,yìng quán tōng biàn
4219,言不由中,ㄧㄢˊ　ㄅㄨˋ　ㄧㄡˊ　ㄓㄨㄥ,yán bù yóu zhōng
4220,言從計行,ㄧㄢˊ　ㄘㄨㄥˊ　ㄐㄧˋ　ㄒㄧㄥˊ,yán cóng jì xíng
4221,詞嚴義正,ㄘˊ　ㄧㄢˊ　ㄧˋ　ㄓㄥˋ,cí yán yì zhèng
4222,言聽計行,ㄧㄢˊ　ㄊㄧㄥ　ㄐㄧˋ　ㄒㄧㄥˊ,yán tīng jì xíng
4223,改張易調,ㄍㄞˇ　ㄓㄤ　ㄧˋ　ㄉㄧㄠˋ,gǎi zhāng yì diào
4224,勢鈞力敵,ㄕˋ　ㄐㄩㄣ　ㄌㄧˋ　ㄉㄧˊ,shì jūn lì dí
4225,臥鼓偃旗,ㄨㄛˋ　ㄍㄨˇ　ㄧㄢˇ　ㄑㄧˊ,wò gǔ yǎn qí
4226,言類懸河,ㄧㄢˊ　ㄌㄟˋ　ㄒㄩㄢˊ　ㄏㄜˊ,yán lèi xuán hé
4227,枉突徙薪,ㄨㄤˇ　ㄊㄨˊ　ㄒㄧˇ　ㄒㄧㄣ,wǎng tú xǐ xīn
4228,苞藏禍心,ㄅㄠ　ㄘㄤˊ　ㄏㄨㄛˋ　ㄒㄧㄣ,bāo cáng huò xīn
4229,紙貴洛城,ㄓˇ　ㄍㄨㄟˋ　ㄌㄨㄛˋ　ㄔㄥˊ,zhǐ guì luò chéng
4230,若喪考妣,ㄖㄨㄛˋ　ㄙㄤˋ　ㄎㄠˇ　ㄅㄧˇ,ruò sàng kǎo bǐ
4231,英雄短氣,ㄧㄥ　ㄒㄩㄥˊ　ㄉㄨㄢˇ　ㄑㄧˋ,yīng xióng duǎn qì
4232,青過於藍,ㄑㄧㄥ　ㄍㄨㄛˋ　ㄩˊ　ㄌㄢˊ,qīng guò yú lán
4233,轉輾反側,ㄓㄨㄢˇ　ㄓㄢˇ　ㄈㄢˇ　ㄘㄜˋ,zhuǎn zhǎn fǎn cè
4234,拔類超群,ㄅㄚˊ　ㄌㄟˋ　ㄔㄠ　ㄑㄩㄣˊ,bá lèi chāo qún
4235,抱薪救焚,ㄅㄠˋ　ㄒㄧㄣ　ㄐㄧㄡˋ　ㄈㄣˊ,bào xīn jiù fén
4236,抱殘守闕,ㄅㄠˋ　ㄘㄢˊ　ㄕㄡˇ　ㄑㄩㄝ,bào cán shǒu quē
4237,迥乎不同,ㄐㄩㄥˇ　ㄏㄨ　ㄅㄨˋ　ㄊㄨㄥˊ,jiǒng hū bù tóng
4238,披古通今,ㄆㄧ　ㄍㄨˇ　ㄊㄨㄥ　ㄐㄧㄣ,pī gǔ tōng jīn
4239,拔萃出群,ㄅㄚˊ　ㄘㄨㄟˋ　ㄔㄨ　ㄑㄩㄣˊ,bá cuì chū qún
4240,披毛求疵,ㄆㄧ　ㄇㄠˊ　ㄑㄧㄡˊ　ㄘ,pī máo qiú cī
4241,易於反掌,ㄧˋ　ㄩˊ　ㄈㄢˇ　ㄓㄤˇ,yì yú fǎn zhǎng
4242,鳴鍾列鼎,ㄇㄧㄥˊ　ㄓㄨㄥ　ㄌㄧㄝˋ　ㄉㄧㄥˇ,míng zhōng liè dǐng
4243,明珠生蚌,ㄇㄧㄥˊ　ㄓㄨ　ㄕㄥ　ㄅㄤˋ,míng zhū shēng bàng
4244,憑河暴虎,ㄆㄧㄥˊ　ㄏㄜˊ　ㄅㄠˋ　ㄏㄨˇ,píng hé bào hǔ
4245,朋比作奸,ㄆㄥˊ　ㄅㄧˋ　ㄗㄨㄛˋ　ㄐㄧㄢ,péng bì zuò jiān
4246,釣譽沽名,ㄉㄧㄠˋ　ㄩˋ　ㄍㄨ　ㄇㄧㄥˊ,diào yù gū míng
4247,覓柳尋花,ㄇㄧˋ　ㄌㄧㄡˇ　ㄒㄩㄣˊ　ㄏㄨㄚ,mì liǔ xún huā
4248,物至則反,ㄨˋ　ㄓˋ　ㄗㄜˊ　ㄈㄢˇ,wù zhì zé fǎn
4249,魚游釜底,ㄩˊ　ㄧㄡˊ　ㄈㄨˇ　ㄉㄧˇ,yú yóu fǔ dǐ
4250,狗盜雞鳴,ㄍㄡˇ　ㄉㄠˋ　ㄐㄧ　ㄇㄧㄥˊ,gǒu dào jī míng
4251,狗續貂尾,ㄍㄡˇ　ㄒㄩˋ　ㄉㄧㄠ　ㄨㄟˇ,gǒu xù diāo wěi
4252,舍本問末,ㄕㄜˇ　ㄅㄣˇ　ㄨㄣˋ　ㄇㄛˋ,shě běn wèn mò
4253,依本畫葫蘆,ㄧ　ㄅㄣˇ　ㄏㄨㄚˋ　ㄏㄨˊ　ㄌㄨˊ,yī běn huà hú lú
4254,知今博古,ㄓ　ㄐㄧㄣ　ㄅㄛˊ　ㄍㄨˇ,zhī jīn bó gǔ
4255,金屋貯嬌,ㄐㄧㄣ　ㄨ　ㄓㄨˇ　ㄐㄧㄠ,jīn wū zhǔ jiāo
4256,炙手而熱,ㄓˋ　ㄕㄡˇ　ㄦˊ　ㄖㄜˋ,zhì shǒu ér rè
4257,刻骨鏤心,ㄎㄜˋ　ㄍㄨˇ　ㄌㄡˋ　ㄒㄧㄣ,kè gǔ lòu xīn
4258,沾沾自足,ㄓㄢ　ㄓㄢ　ㄗˋ　ㄗㄨˊ,zhān zhān zì zú
4259,沽名吊譽,ㄍㄨ　ㄇㄧㄥˊ　ㄉㄧㄠˋ　ㄩˋ,gū míng diào yù
4260,沽名邀譽,ㄍㄨ　ㄇㄧㄥˊ　ㄧㄠ　ㄩˋ,gū míng yāo yù
4261,物極必返,ㄨˋ　ㄐㄧˊ　ㄅㄧˋ　ㄈㄢˇ,wù jí bì fǎn
4262,變風改俗,ㄅㄧㄢˋ　ㄈㄥ　ㄍㄞˇ　ㄙㄨˊ,biàn fēng gǎi sú
4263,變起蕭牆,ㄅㄧㄢˋ　ㄑㄧˇ　ㄒㄧㄠ　ㄑㄧㄤˊ,biàn qǐ xiāo qiáng
4264,怙惡不改,ㄏㄨˋ　ㄜˋ　ㄅㄨˋ　ㄍㄞˇ,hù è bù gǎi
4265,巷議街談,ㄒㄧㄤˋ　ㄧˋ　ㄐㄧㄝ　ㄊㄢˊ,xiàng yì jiē tán
4266,草廬三顧,ㄘㄠˇ　ㄌㄨˊ　ㄙㄢ　ㄍㄨˋ,cǎo lú sān gù
4267,按兵不舉,ㄢˋ　ㄅㄧㄥ　ㄅㄨˋ　ㄐㄩˇ,àn bīng bù jǔ
4268,赴湯投火,ㄈㄨˋ　ㄊㄤ　ㄊㄡˊ　ㄏㄨㄛˇ,fù tāng tóu huǒ
4269,指日而待,ㄓˇ　ㄖˋ　ㄦˊ　ㄉㄞˋ,zhǐ rì ér dài
4270,鴉雀無聞,ㄧㄚ　ㄑㄩㄝˋ　ㄨˊ　ㄨㄣˊ,yā què wú wén
4271,鴉鵲無聲,ㄧㄚ　ㄑㄩㄝˋ　ㄨˊ　ㄕㄥ,yā què wú shēng
4272,指桑說槐,ㄓˇ　ㄙㄤ　ㄕㄨㄛ　ㄏㄨㄞˊ,zhǐ sāng shuō huái
4273,標新取異,ㄅㄧㄠ　ㄒㄧㄣ　ㄑㄩˇ　ㄧˋ,biāo xīn qǔ yì
4274,枯木死灰,ㄎㄨ　ㄇㄨˋ　ㄙˇ　ㄏㄨㄟ,kū mù sǐ huī
4275,赴湯跳火,ㄈㄨˋ　ㄊㄤ　ㄊㄧㄠˋ　ㄏㄨㄛˇ,fù tāng tiào huǒ
4276,相得恨晚,ㄒㄧㄤ　ㄉㄜˊ　ㄏㄣˋ　ㄨㄢˇ,xiāng dé hèn wǎn
4277,星眸皓齒,ㄒㄧㄥ　ㄇㄡˊ　ㄏㄠˋ　ㄔˇ,xīng móu hào chǐ
4278,背生芒刺,ㄅㄟˋ　ㄕㄥ　ㄇㄤˊ　ㄘˋ,bèi shēng máng cì
4279,臨深履冰,ㄌㄧㄣˊ　ㄕㄣ　ㄌㄩˇ　ㄅㄧㄥ,lín shēn lǚ bīng
4280,臨渴穿井,ㄌㄧㄣˊ　ㄎㄜˇ　ㄔㄨㄢ　ㄐㄧㄥˇ,lín kě chuān jǐng
4281,指鹿作馬,ㄓˇ　ㄌㄨˋ　ㄗㄨㄛˋ　ㄇㄚˇ,zhǐ lù zuò mǎ
4282,怨聲盈路,ㄩㄢˋ　ㄕㄥ　ㄧㄥˊ　ㄌㄨˋ,yuàn shēng yíng lù
4283,膽驚心戰,ㄉㄢˇ　ㄐㄧㄥ　ㄒㄧㄣ　ㄓㄢˋ,dǎn jīng xīn zhàn
4284,盈篇累牘,ㄧㄥˊ　ㄆㄧㄢ　ㄌㄟˇ　ㄉㄨˊ,yíng piān lěi dú
4285,信口開喝,ㄒㄧㄣˋ　ㄎㄡˇ　ㄎㄞ　ㄏㄜˋ,xìn kǒu kāi hè
4286,膽顫心驚,ㄉㄢˇ　ㄓㄢˋ　ㄒㄧㄣ　ㄐㄧㄥ,dǎn zhàn xīn jīng
4287,膽驚心顫,ㄉㄢˇ　ㄐㄧㄥ　ㄒㄧㄣ　ㄓㄢˋ,dǎn jīng xīn zhàn
4288,怨聲載路,ㄩㄢˋ　ㄕㄥ　ㄗㄞˋ　ㄌㄨˋ,yuàn shēng zài lù
4289,說梅止渴,ㄕㄨㄛ　ㄇㄟˊ　ㄓˇ　ㄎㄜˇ,shuō méi zhǐ kě
4290,惱羞變怒,ㄋㄠˇ　ㄒㄧㄡ　ㄅㄧㄢˋ　ㄋㄨˋ,nǎo xiū biàn nù
4291,哀鴻遍地,ㄞ　ㄏㄨㄥˊ　ㄅㄧㄢˋ　ㄉㄧˋ,āi hóng biàn dì
4292,逆耳忠言,ㄋㄧˋ　ㄦˇ　ㄓㄨㄥ　ㄧㄢˊ,nì ěr zhōng yán
4293,逆行倒施,ㄋㄧˋ　ㄒㄧㄥˊ　ㄉㄠˋ　ㄕ,nì xíng dào shī
4294,前功盡滅,ㄑㄧㄢˊ　ㄍㄨㄥ　ㄐㄧㄣˋ　ㄇㄧㄝˋ,qián gōng jìn miè
4295,前功皆棄,ㄑㄧㄢˊ　ㄍㄨㄥ　ㄐㄧㄝ　ㄑㄧˋ,qián gōng jiē qì
4296,養虎留患,ㄧㄤˇ　ㄏㄨˇ　ㄌㄧㄡˊ　ㄏㄨㄢˋ,yǎng hǔ liú huàn
4297,神機妙用,ㄕㄣˊ　ㄐㄧ　ㄇㄧㄠˋ　ㄩㄥˋ,shén jī miào yòng
4298,前倨後卑,ㄑㄧㄢˊ　ㄐㄩˋ　ㄏㄡˋ　ㄅㄟ,qián jù hòu bēi
4299,神術妙法,ㄕㄣˊ　ㄕㄨˋ　ㄇㄧㄠˋ　ㄈㄚˇ,shén shù miào fǎ
4300,屋下蓋屋,ㄨ　ㄒㄧㄚˋ　ㄍㄞˋ　ㄨ,wū xià gài wū
4301,神謀妙策,ㄕㄣˊ　ㄇㄡˊ　ㄇㄧㄠˋ　ㄘㄜˋ,shén móu miào cè
4302,神術妙策,ㄕㄣˊ　ㄕㄨˋ　ㄇㄧㄠˋ　ㄘㄜˋ,shén shù miào cè
4303,神機妙術,ㄕㄣˊ　ㄐㄧ　ㄇㄧㄠˋ　ㄕㄨˋ,shén jī miào shù
4304,駱驛不絕,ㄌㄨㄛˋ　ㄧˋ　ㄅㄨˋ　ㄐㄩㄝˊ,luò yì bù jué
4305,眉歡眼笑,ㄇㄟˊ　ㄏㄨㄢ　ㄧㄢˇ　ㄒㄧㄠˋ,méi huān yǎn xiào
4306,矜矜業業,ㄐㄧㄣ　ㄐㄧㄣ　ㄧㄝˋ　ㄧㄝˋ,jīn jīn yè yè
4307,柔懦寡斷,ㄖㄡˊ　ㄋㄨㄛˋ　ㄍㄨㄚˇ　ㄉㄨㄢˋ,róu nuò guǎ duàn
4308,退徙三舍,ㄊㄨㄟˋ　ㄒㄧˇ　ㄙㄢ　ㄕㄜˋ,tuì xǐ sān shè
4309,洞如觀火,ㄉㄨㄥˋ　ㄖㄨˊ　ㄍㄨㄢ　ㄏㄨㄛˇ,dòng rú guān huǒ
4310,秦庭朗鏡,ㄑㄧㄣˊ　ㄊㄧㄥˊ　ㄌㄤˇ　ㄐㄧㄥˋ,qín tíng lǎng jìng
4311,泰來否往,ㄊㄞˋ　ㄌㄞˊ　ㄆㄧˇ　ㄨㄤˇ,tài lái pǐ wǎng
4312,絡驛不絕,ㄌㄨㄛˋ　ㄧˋ　ㄅㄨˋ　ㄐㄩㄝˊ,luò yì bù jué
4313,捕風弄月,ㄅㄨˇ　ㄈㄥ　ㄋㄨㄥˋ　ㄩㄝˋ,bǔ fēng nòng yuè
4314,捕影拿風,ㄅㄨˇ　ㄧㄥˇ　ㄋㄚˊ　ㄈㄥ,bǔ yǐng ná fēng
4315,惡稔禍盈,ㄜˋ　ㄖㄣˇ　ㄏㄨㄛˋ　ㄧㄥˊ,è rěn huò yíng
4316,惡稔罪盈,ㄜˋ　ㄖㄣˇ　ㄗㄨㄟˋ　ㄧㄥˊ,è rěn zuì yíng
4317,惡稔貫盈,ㄜˋ　ㄖㄣˇ　ㄍㄨㄢˋ　ㄧㄥˊ,è rěn guàn yíng
4318,損本逐末,ㄙㄨㄣˇ　ㄅㄣˇ　ㄓㄨˊ　ㄇㄛˋ,sǔn běn zhú mò
4319,恐後爭先,ㄎㄨㄥˇ　ㄏㄡˋ　ㄓㄥ　ㄒㄧㄢ,kǒng hòu zhēng xiān
4320,珠沉滄海,ㄓㄨ　ㄔㄣˊ　ㄘㄤ　ㄏㄞˇ,zhū chén cāng hǎi
4321,莫逆之友,ㄇㄛˋ　ㄋㄧˋ　ㄓ　ㄧㄡˇ,mò nì zhī yǒu
4322,礪兵秣馬,ㄌㄧˋ　ㄅㄧㄥ　ㄇㄛˋ　ㄇㄚˇ,lì bīng mò mǎ
4323,殊致同歸,ㄕㄨ　ㄓˋ　ㄊㄨㄥˊ　ㄍㄨㄟ,shū zhì tóng guī
4324,莫逆之契,ㄇㄛˋ　ㄋㄧˋ　ㄓ　ㄑㄧˋ,mò nì zhī qì
4325,殊方同致,ㄕㄨ　ㄈㄤ　ㄊㄨㄥˊ　ㄓˋ,shū fāng tóng zhì
4326,莫措手足,ㄇㄛˋ　ㄘㄨㄛˋ　ㄕㄡˇ　ㄗㄨˊ,mò cuò shǒu zú
4327,破鏡重合,ㄆㄛˋ　ㄐㄧㄥˋ　ㄔㄨㄥˊ　ㄏㄜˊ,pò jìng chóng hé
4328,逢場作樂,ㄈㄥˊ　ㄔㄤˇ　ㄗㄨㄛˋ　ㄌㄜˋ,féng chǎng zuò lè
4329,倒屣而迎,ㄉㄠˋ　ㄒㄧˇ　ㄦˊ　ㄧㄥˊ,dào xǐ ér yíng
4330,倒屣迎賓,ㄉㄠˋ　ㄒㄧˇ　ㄧㄥˊ　ㄅㄧㄣ,dào xǐ yíng bīn
4331,倒屐相迎,ㄉㄠˋ　ㄐㄧ　ㄒㄧㄤ　ㄧㄥˊ,dào jī xiāng yíng
4332,透古通今,ㄊㄡˋ　ㄍㄨˇ　ㄊㄨㄥ　ㄐㄧㄣ,tòu gǔ tōng jīn
4333,鐵打心腸,ㄊㄧㄝˇ　ㄉㄚˇ　ㄒㄧㄣ　ㄔㄤˊ,tiě dǎ xīn cháng
4334,剖肝瀝膽,ㄆㄡˇ　ㄍㄢ　ㄌㄧˋ　ㄉㄢˇ,pǒu gān lì dǎn
4335,益無忌憚,ㄧˋ　ㄨˊ　ㄐㄧˋ　ㄉㄢˋ,yì wú jì dàn
4336,冤家路狹,ㄩㄢ　ㄐㄧㄚ　ㄌㄨˋ　ㄒㄧㄚˊ,yuān jiā lù xiá
4337,袖手傍觀,ㄒㄧㄡˋ　ㄕㄡˇ　ㄆㄤˊ　ㄍㄨㄢ,xiù shǒu páng guān
4338,病染膏肓,ㄅㄧㄥˋ　ㄖㄢˇ　ㄍㄠ　ㄏㄨㄤ,bìng rǎn gāo huāng
4339,疾聲大呼,ㄐㄧˊ　ㄕㄥ　ㄉㄚˋ　ㄏㄨ,jí shēng dà hū
4340,塗炭生民,ㄊㄨˊ　ㄊㄢˋ　ㄕㄥ　ㄇㄧㄣˊ,tú tàn shēng mín
4341,流汗浹背,ㄌㄧㄡˊ　ㄏㄢˋ　ㄐㄧㄚˊ　ㄅㄟˋ,liú hàn jiá bèi
4342,流芳萬古,ㄌㄧㄡˊ　ㄈㄤ　ㄨㄢˋ　ㄍㄨˇ,liú fāng wàn gǔ
4343,高枕不虞,ㄍㄠ　ㄓㄣˇ　ㄅㄨˋ　ㄩˊ,gāo zhěn bù yú
4344,高枕安臥,ㄍㄠ　ㄓㄣˇ　ㄢ　ㄨㄛˋ,gāo zhěn ān wò
